protein,gn,cancer_mut_count
CCR4,gn3x33,0
CCR5,gn3x33,0
CCR6,gn3x33,0
CCR7,gn3x33,0
CCR8,gn3x33,0
CCR9,gn3x33,0
CCR10,gn3x33,0
CXCR1,gn3x33,1
CXCR2,gn3x33,1
CXCR3,gn3x33,0
CXCR4,gn3x33,0
CXCR5,gn3x33,0
CXCR6,gn3x33,0
CX3CR1,gn3x33,0
XCR1,gn3x33,0
ACKR1,gn3x33,0
ACKR2,gn3x33,0
ACKR3,gn3x33,0
ACKR4,gn3x33,0
CCRL2,gn3x33,0
CCR1,gn3x34,1
CCR2,gn3x34,0
CCR3,gn3x34,0
CCR4,gn3x34,1
CCR5,gn3x34,0
CCR6,gn3x34,0
CCR7,gn3x34,0
CCR8,gn3x34,0
CCR9,gn3x34,0
CCR10,gn3x34,0
CXCR1,gn3x34,0
CXCR2,gn3x34,0
CXCR3,gn3x34,0
CXCR4,gn3x34,0
CXCR5,gn3x34,0
CXCR6,gn3x34,0
CX3CR1,gn3x34,0
XCR1,gn3x34,0
ACKR1,gn3x34,0
ACKR2,gn3x34,0
ACKR3,gn3x34,0
ACKR4,gn3x34,0
CCRL2,gn3x34,0
CCR1,gn3x35,1
CCR2,gn3x35,0
CCR3,gn3x35,0
CCR4,gn3x35,0
CCR5,gn3x35,0
CCR6,gn3x35,0
CCR7,gn3x35,1
CCR8,gn3x35,0
CCR9,gn3x35,0
CCR10,gn3x35,0
CXCR1,gn3x35,0
CXCR2,gn3x35,0
CXCR3,gn3x35,0
CXCR4,gn3x35,0
CXCR5,gn3x35,0
CXCR6,gn3x35,0
CX3CR1,gn3x35,1
XCR1,gn3x35,1
ACKR1,gn3x35,0
ACKR2,gn3x35,0
ACKR3,gn3x35,0
ACKR4,gn3x35,0
CCRL2,gn3x35,2
CCR1,gn3x36,0
CCR2,gn3x36,0
CCR3,gn3x36,0
CCR4,gn3x36,0
CCR5,gn3x36,0
CCR6,gn3x36,0
CCR7,gn3x36,1
CCR8,gn3x36,0
CCR9,gn3x36,0
CCR10,gn3x36,0
CXCR1,gn3x36,0
CXCR2,gn3x36,0
CXCR3,gn3x36,0
CXCR4,gn3x36,0
CXCR5,gn3x36,0
CXCR6,gn3x36,1
CX3CR1,gn3x36,0
XCR1,gn3x36,0
ACKR1,gn3x36,0
ACKR2,gn3x36,1
ACKR3,gn3x36,0
ACKR4,gn3x36,0
CCRL2,gn3x36,0
CCR1,gn3x37,0
CCR2,gn3x37,0
CCR3,gn3x37,0
CCR4,gn3x37,0
CCR5,gn3x37,0
CCR6,gn3x37,0
CCR7,gn3x37,0
CCR8,gn3x37,1
CCR9,gn3x37,0
CCR10,gn3x37,0
CXCR1,gn3x37,0
CXCR2,gn3x37,0
CXCR3,gn3x37,0
CXCR4,gn3x37,0
CXCR5,gn3x37,0
CXCR6,gn3x37,0
CX3CR1,gn3x37,0
XCR1,gn3x37,1
ACKR1,gn3x37,0
ACKR2,gn3x37,0
ACKR3,gn3x37,0
ACKR4,gn3x37,0
CCRL2,gn3x37,0
CCR1,gn3x38,0
CCR2,gn3x38,0
CCR3,gn3x38,1
CCR4,gn3x38,0
CCR5,gn3x38,0
CCR6,gn3x38,0
CCR7,gn3x38,1
CCR8,gn3x38,0
CCR9,gn3x38,0
CCR10,gn3x38,0
CXCR1,gn3x38,0
CXCR2,gn3x38,0
CXCR3,gn3x38,0
CXCR4,gn3x38,0
CXCR5,gn3x38,0
CXCR6,gn3x38,0
CX3CR1,gn3x38,0
XCR1,gn3x38,0
ACKR1,gn3x38,0
ACKR2,gn3x38,0
ACKR3,gn3x38,1
ACKR4,gn3x38,0
CCRL2,gn3x38,0
CCR1,gn3x39,2
CCR2,gn3x39,1
CCR3,gn3x39,4
CCR4,gn3x39,0
CCR5,gn3x39,0
CCR6,gn3x39,0
CCR7,gn3x39,0
CCR8,gn3x39,0
CCR9,gn3x39,0
CCR10,gn3x39,0
CXCR1,gn3x39,0
CXCR2,gn3x39,0
CXCR3,gn3x39,0
CXCR4,gn3x39,0
CXCR5,gn3x39,0
CXCR6,gn3x39,1
CX3CR1,gn3x39,0
XCR1,gn3x39,0
ACKR1,gn3x39,0
ACKR2,gn3x39,1
ACKR3,gn3x39,0
ACKR4,gn3x39,0
CCRL2,gn3x39,0
CCR1,gn3x40,1
CCR2,gn3x40,1
CCR3,gn3x40,0
CCR4,gn3x40,0
CCR5,gn3x40,0
CCR6,gn3x40,0
CCR7,gn3x40,1
CCR8,gn3x40,0
CCR9,gn3x40,1
CCR10,gn3x40,0
CXCR1,gn3x40,0
CXCR2,gn3x40,1
CXCR3,gn3x40,0
CXCR4,gn3x40,0
CXCR5,gn3x40,0
CXCR6,gn3x40,0
CX3CR1,gn3x40,0
XCR1,gn3x40,0
ACKR1,gn3x40,0
ACKR2,gn3x40,0
ACKR3,gn3x40,0
ACKR4,gn3x40,0
CCRL2,gn3x40,0
CCR1,gn3x41,0
CCR2,gn3x41,0
CCR3,gn3x41,0
CCR4,gn3x41,0
CCR5,gn3x41,1
CCR6,gn3x41,0
CCR7,gn3x41,0
CCR8,gn3x41,1
CCR9,gn3x41,0
CCR10,gn3x41,0
CXCR1,gn3x41,0
CXCR2,gn3x41,0
CXCR3,gn3x41,1
CXCR4,gn3x41,1
CXCR5,gn3x41,0
CXCR6,gn3x41,0
CX3CR1,gn3x41,1
XCR1,gn3x41,0
ACKR1,gn3x41,0
ACKR2,gn3x41,1
ACKR3,gn3x41,0
ACKR4,gn3x41,0
CCRL2,gn3x41,0
CCR1,gn3x42,0
CCR2,gn3x42,0
CCR3,gn3x42,0
CCR4,gn3x42,0
CCR5,gn3x42,0
CCR6,gn3x42,0
CCR7,gn3x42,0
CCR8,gn3x42,0
CCR9,gn3x42,0
CCR10,gn3x42,0
CXCR1,gn3x42,0
CXCR2,gn3x42,0
CXCR3,gn3x42,0
CXCR4,gn3x42,0
CXCR5,gn3x42,0
CXCR6,gn3x42,0
CX3CR1,gn3x42,0
XCR1,gn3x42,0
ACKR1,gn3x42,0
ACKR2,gn3x42,0
ACKR3,gn3x42,1
ACKR4,gn3x42,0
CCRL2,gn3x42,0
CCR1,gn3x43,0
CCR2,gn3x43,0
CCR3,gn3x43,0
CCR4,gn3x43,1
CCR5,gn3x43,0
CCR6,gn3x43,0
CCR7,gn3x43,0
CCR8,gn3x43,0
CCR9,gn3x43,0
CCR10,gn3x43,0
CXCR1,gn3x43,0
CXCR2,gn3x43,0
CXCR3,gn3x43,0
CXCR4,gn3x43,0
CXCR5,gn3x43,0
CXCR6,gn3x43,0
CX3CR1,gn3x43,0
XCR1,gn3x43,0
ACKR1,gn3x43,0
ACKR2,gn3x43,0
ACKR3,gn3x43,0
ACKR4,gn3x43,0
CCRL2,gn3x43,0
CCR1,gn3x44,0
CCR2,gn3x44,0
CCR3,gn3x44,1
CCR4,gn3x44,0
CCR5,gn3x44,0
CCR6,gn3x44,0
CCR7,gn3x44,0
CCR8,gn3x44,0
CCR9,gn3x44,0
CCR10,gn3x44,0
CXCR1,gn3x44,0
CXCR2,gn3x44,1
CXCR3,gn3x44,0
CXCR4,gn3x44,0
CXCR5,gn3x44,0
CXCR6,gn3x44,0
CX3CR1,gn3x44,0
XCR1,gn3x44,0
ACKR1,gn3x44,0
ACKR2,gn3x44,0
ACKR3,gn3x44,0
ACKR4,gn3x44,0
CCRL2,gn3x44,0
CCR1,gn3x45,0
CCR2,gn3x45,0
CCR3,gn3x45,0
CCR4,gn3x45,0
CCR5,gn3x45,0
CCR6,gn3x45,0
CCR7,gn3x45,0
CCR8,gn3x45,0
CCR9,gn3x45,0
CCR10,gn3x45,0
CXCR1,gn3x45,0
CXCR2,gn3x45,0
CXCR3,gn3x45,0
CXCR4,gn3x45,0
CXCR5,gn3x45,0
CXCR6,gn3x45,0
CX3CR1,gn3x45,0
XCR1,gn3x45,0
ACKR1,gn3x45,0
ACKR2,gn3x45,0
ACKR3,gn3x45,0
ACKR4,gn3x45,0
CCRL2,gn3x45,0
CCR1,gn3x46,0
CCR2,gn3x46,1
CCR3,gn3x46,0
CCR4,gn3x46,1
CCR5,gn3x46,0
CCR6,gn3x46,0
CCR7,gn3x46,0
CCR8,gn3x46,1
CCR9,gn3x46,0
CCR10,gn3x46,0
CXCR1,gn3x46,0
CXCR2,gn3x46,0
CXCR3,gn3x46,0
CXCR4,gn3x46,0
CXCR5,gn3x46,0
CXCR6,gn3x46,0
CX3CR1,gn3x46,0
XCR1,gn3x46,0
ACKR1,gn3x46,0
ACKR2,gn3x46,0
ACKR3,gn3x46,1
ACKR4,gn3x46,0
CCRL2,gn3x46,0
CCR1,gn3x47,0
CCR2,gn3x47,1
CCR3,gn3x47,0
CCR4,gn3x47,0
CCR5,gn3x47,0
CCR6,gn3x47,0
CCR7,gn3x47,0
CCR8,gn3x47,0
CCR9,gn3x47,0
CCR10,gn3x47,0
CXCR1,gn3x47,0
CXCR2,gn3x47,1
CXCR3,gn3x47,0
CXCR4,gn3x47,0
CXCR5,gn3x47,0
CXCR6,gn3x47,0
CX3CR1,gn3x47,0
XCR1,gn3x47,0
ACKR1,gn3x47,0
ACKR2,gn3x47,0
ACKR3,gn3x47,0
ACKR4,gn3x47,0
CCRL2,gn3x47,0
CCR1,gn3x48,1
CCR2,gn3x48,0
CCR3,gn3x48,0
CCR4,gn3x48,0
CCR5,gn3x48,0
CCR6,gn3x48,0
CCR7,gn3x48,0
CCR8,gn3x48,0
CCR9,gn3x48,0
CCR10,gn3x48,0
CXCR1,gn3x48,0
CXCR2,gn3x48,0
CXCR3,gn3x48,0
CXCR4,gn3x48,0
CXCR5,gn3x48,1
CXCR6,gn3x48,0
CX3CR1,gn3x48,0
XCR1,gn3x48,0
ACKR1,gn3x48,0
ACKR2,gn3x48,0
ACKR3,gn3x48,0
ACKR4,gn3x48,0
CCRL2,gn3x48,0
CCR1,gn3x49,0
CCR2,gn3x49,1
CCR3,gn3x49,1
CCR4,gn3x49,0
CCR5,gn3x49,0
CCR6,gn3x49,0
CCR7,gn3x49,1
CCR8,gn3x49,0
CCR9,gn3x49,0
CCR10,gn3x49,0
CXCR1,gn3x49,1
CXCR2,gn3x49,0
CXCR3,gn3x49,0
CXCR4,gn3x49,0
CXCR5,gn3x49,0
CXCR6,gn3x49,0
CX3CR1,gn3x49,1
XCR1,gn3x49,0
ACKR1,gn3x49,0
ACKR2,gn3x49,1
ACKR3,gn3x49,1
ACKR4,gn3x49,0
CCRL2,gn3x49,0
CCR1,gn3x50,0
CCR2,gn3x50,0
CCR3,gn3x50,0
CCR4,gn3x50,0
CCR5,gn3x50,1
CCR6,gn3x50,0
CCR7,gn3x50,0
CCR8,gn3x50,0
CCR9,gn3x50,0
CCR10,gn3x50,0
CXCR1,gn3x50,0
CXCR2,gn3x50,0
CXCR3,gn3x50,0
CXCR4,gn3x50,2
CXCR5,gn3x50,1
CXCR6,gn3x50,3
CX3CR1,gn3x50,2
XCR1,gn3x50,0
ACKR1,gn3x50,0
ACKR2,gn3x50,0
ACKR3,gn3x50,1
ACKR4,gn3x50,0
CCRL2,gn3x50,0
CCR1,gn3x51,0
CCR2,gn3x51,0
CCR3,gn3x51,0
CCR4,gn3x51,0
CCR5,gn3x51,0
CCR6,gn3x51,0
CCR7,gn3x51,0
CCR8,gn3x51,0
CCR9,gn3x51,0
CCR10,gn3x51,0
CXCR1,gn3x51,0
CXCR2,gn3x51,0
CXCR3,gn3x51,0
CXCR4,gn3x51,0
CXCR5,gn3x51,0
CXCR6,gn3x51,0
CX3CR1,gn3x51,0
XCR1,gn3x51,0
ACKR1,gn3x51,0
ACKR2,gn3x51,0
ACKR3,gn3x51,0
ACKR4,gn3x51,0
CCRL2,gn3x51,1
CCR1,gn3x52,1
CCR2,gn3x52,0
CCR3,gn3x52,0
CCR4,gn3x52,0
CCR5,gn3x52,1
CCR6,gn3x52,0
CCR7,gn3x52,0
CCR8,gn3x52,0
CCR9,gn3x52,0
CCR10,gn3x52,1
CXCR1,gn3x52,0
CXCR2,gn3x52,0
CXCR3,gn3x52,0
CXCR4,gn3x52,0
CXCR5,gn3x52,0
CXCR6,gn3x52,0
CX3CR1,gn3x52,0
XCR1,gn3x52,0
ACKR1,gn3x52,0
ACKR2,gn3x52,0
ACKR3,gn3x52,0
ACKR4,gn3x52,0
CCRL2,gn3x52,0
CCR1,gn3x53,0
CCR2,gn3x53,0
CCR3,gn3x53,0
CCR4,gn3x53,0
CCR5,gn3x53,1
CCR6,gn3x53,0
CCR7,gn3x53,0
CCR8,gn3x53,0
CCR9,gn3x53,0
CCR10,gn3x53,0
CXCR1,gn3x53,1
CXCR2,gn3x53,0
CXCR3,gn3x53,0
CXCR4,gn3x53,0
CXCR5,gn3x53,0
CXCR6,gn3x53,0
CX3CR1,gn3x53,0
XCR1,gn3x53,0
ACKR1,gn3x53,0
ACKR2,gn3x53,1
ACKR3,gn3x53,0
ACKR4,gn3x53,0
CCRL2,gn3x53,0
CCR1,gn3x54,0
CCR2,gn3x54,0
CCR3,gn3x54,0
CCR4,gn3x54,0
CCR5,gn3x54,0
CCR6,gn3x54,0
CCR7,gn3x54,0
CCR8,gn3x54,0
CCR9,gn3x54,0
CCR10,gn3x54,0
CXCR1,gn3x54,0
CXCR2,gn3x54,0
CXCR3,gn3x54,0
CXCR4,gn3x54,0
CXCR5,gn3x54,0
CXCR6,gn3x54,0
CX3CR1,gn3x54,0
XCR1,gn3x54,0
ACKR1,gn3x54,0
ACKR2,gn3x54,0
ACKR3,gn3x54,0
ACKR4,gn3x54,0
CCRL2,gn3x54,0
CCR1,gn3x55,1
CCR2,gn3x55,0
CCR3,gn3x55,0
CCR4,gn3x55,0
CCR5,gn3x55,1
CCR6,gn3x55,0
CCR7,gn3x55,0
CCR8,gn3x55,0
CCR9,gn3x55,0
CCR10,gn3x55,0
CXCR1,gn3x55,0
CXCR2,gn3x55,0
CXCR3,gn3x55,0
CXCR4,gn3x55,0
CXCR5,gn3x55,0
CXCR6,gn3x55,0
CX3CR1,gn3x55,0
XCR1,gn3x55,0
ACKR1,gn3x55,0
ACKR2,gn3x55,0
ACKR3,gn3x55,0
ACKR4,gn3x55,0
CCRL2,gn3x55,0
CCR1,gn3x56,0
CCR2,gn3x56,0
CCR3,gn3x56,0
CCR4,gn3x56,0
CCR5,gn3x56,0
CCR6,gn3x56,0
CCR7,gn3x56,0
CCR8,gn3x56,0
CCR9,gn3x56,1
CCR10,gn3x56,0
CXCR1,gn3x56,0
CXCR2,gn3x56,0
CXCR3,gn3x56,0
CXCR4,gn3x56,0
CXCR5,gn3x56,0
CXCR6,gn3x56,0
CX3CR1,gn3x56,0
XCR1,gn3x56,0
ACKR1,gn3x56,0
ACKR2,gn3x56,0
ACKR3,gn3x56,0
ACKR4,gn3x56,0
CCRL2,gn3x56,0
CCR1,gnICL2.1,NA
CCR2,gnICL2.1,NA
CCR3,gnICL2.1,NA
CCR4,gnICL2.1,NA
CCR5,gnICL2.1,NA
CCR6,gnICL2.1,NA
CCR7,gnICL2.1,NA
CCR8,gnICL2.1,NA
CCR9,gnICL2.1,NA
CCR10,gnICL2.1,0
CXCR1,gnICL2.1,NA
CXCR2,gnICL2.1,NA
CXCR3,gnICL2.1,NA
CXCR4,gnICL2.1,NA
CXCR5,gnICL2.1,NA
CXCR6,gnICL2.1,NA
CX3CR1,gnICL2.1,NA
XCR1,gnICL2.1,NA
ACKR1,gnICL2.1,0
ACKR2,gnICL2.1,NA
ACKR3,gnICL2.1,0
ACKR4,gnICL2.1,0
CCRL2,gnICL2.1,NA
CCR1,gnICL2.2,NA
CCR2,gnICL2.2,NA
CCR3,gnICL2.2,NA
CCR4,gnICL2.2,NA
CCR5,gnICL2.2,NA
CCR6,gnICL2.2,NA
CCR7,gnICL2.2,NA
CCR8,gnICL2.2,NA
CCR9,gnICL2.2,NA
CCR10,gnICL2.2,0
CXCR1,gnICL2.2,NA
CXCR2,gnICL2.2,NA
CXCR3,gnICL2.2,NA
CXCR4,gnICL2.2,NA
CXCR5,gnICL2.2,NA
CXCR6,gnICL2.2,NA
CX3CR1,gnICL2.2,NA
XCR1,gnICL2.2,NA
ACKR1,gnICL2.2,NA
ACKR2,gnICL2.2,NA
ACKR3,gnICL2.2,0
ACKR4,gnICL2.2,0
CCRL2,gnICL2.2,NA
CCR1,gnICL2.3,NA
CCR2,gnICL2.3,NA
CCR3,gnICL2.3,NA
CCR4,gnICL2.3,NA
CCR5,gnICL2.3,NA
CCR6,gnICL2.3,NA
CCR7,gnICL2.3,NA
CCR8,gnICL2.3,NA
CCR9,gnICL2.3,NA
CCR10,gnICL2.3,0
CXCR1,gnICL2.3,NA
CXCR2,gnICL2.3,NA
CXCR3,gnICL2.3,NA
CXCR4,gnICL2.3,NA
CXCR5,gnICL2.3,NA
CXCR6,gnICL2.3,NA
CX3CR1,gnICL2.3,NA
XCR1,gnICL2.3,NA
ACKR1,gnICL2.3,NA
ACKR2,gnICL2.3,NA
ACKR3,gnICL2.3,0
ACKR4,gnICL2.3,0
CCRL2,gnICL2.3,NA
CCR1,gnICL2.4,NA
CCR2,gnICL2.4,NA
CCR3,gnICL2.4,NA
CCR4,gnICL2.4,NA
CCR5,gnICL2.4,NA
CCR6,gnICL2.4,NA
CCR7,gnICL2.4,NA
CCR8,gnICL2.4,NA
CCR9,gnICL2.4,NA
CCR10,gnICL2.4,0
CXCR1,gnICL2.4,NA
CXCR2,gnICL2.4,NA
CXCR3,gnICL2.4,NA
CXCR4,gnICL2.4,NA
CXCR5,gnICL2.4,NA
CXCR6,gnICL2.4,NA
CX3CR1,gnICL2.4,NA
XCR1,gnICL2.4,NA
ACKR1,gnICL2.4,NA
ACKR2,gnICL2.4,NA
ACKR3,gnICL2.4,0
ACKR4,gnICL2.4,NA
CCRL2,gnICL2.4,NA
CCR1,gnICL2.5,NA
CCR2,gnICL2.5,NA
CCR3,gnICL2.5,NA
CCR4,gnICL2.5,NA
CCR5,gnICL2.5,NA
CCR6,gnICL2.5,NA
CCR7,gnICL2.5,NA
CCR8,gnICL2.5,NA
CCR9,gnICL2.5,NA
CCR10,gnICL2.5,1
CXCR1,gnICL2.5,NA
CXCR2,gnICL2.5,NA
CXCR3,gnICL2.5,NA
CXCR4,gnICL2.5,NA
CXCR5,gnICL2.5,NA
CXCR6,gnICL2.5,NA
CX3CR1,gnICL2.5,NA
XCR1,gnICL2.5,NA
ACKR1,gnICL2.5,NA
ACKR2,gnICL2.5,NA
ACKR3,gnICL2.5,NA
ACKR4,gnICL2.5,NA
CCRL2,gnICL2.5,NA
CCR1,gn34x50,1
CCR2,gn34x50,0
CCR3,gn34x50,0
CCR4,gn34x50,1
CCR5,gn34x50,0
CCR6,gn34x50,0
CCR7,gn34x50,0
CCR8,gn34x50,0
CCR9,gn34x50,0
CCR10,gn34x50,NA
CXCR1,gn34x50,0
CXCR2,gn34x50,1
CXCR3,gn34x50,0
CXCR4,gn34x50,0
CXCR5,gn34x50,1
CXCR6,gn34x50,0
CX3CR1,gn34x50,0
XCR1,gn34x50,0
ACKR1,gn34x50,NA
ACKR2,gn34x50,0
ACKR3,gn34x50,NA
ACKR4,gn34x50,NA
CCRL2,gn34x50,0
CCR1,gn34x51,1
CCR2,gn34x51,0
CCR3,gn34x51,0
CCR4,gn34x51,0
CCR5,gn34x51,1
CCR6,gn34x51,0
CCR7,gn34x51,0
CCR8,gn34x51,0
CCR9,gn34x51,1
CCR10,gn34x51,NA
CXCR1,gn34x51,0
CXCR2,gn34x51,0
CXCR3,gn34x51,0
CXCR4,gn34x51,0
CXCR5,gn34x51,1
CXCR6,gn34x51,1
CX3CR1,gn34x51,1
XCR1,gn34x51,0
ACKR1,gn34x51,NA
ACKR2,gn34x51,0
ACKR3,gn34x51,NA
ACKR4,gn34x51,NA
CCRL2,gn34x51,1
CCR1,gn34x52,0
CCR2,gn34x52,0
CCR3,gn34x52,0
CCR4,gn34x52,0
CCR5,gn34x52,0
CCR6,gn34x52,0
CCR7,gn34x52,0
CCR8,gn34x52,0
CCR9,gn34x52,1
CCR10,gn34x52,NA
CXCR1,gn34x52,4
CXCR2,gn34x52,0
CXCR3,gn34x52,0
CXCR4,gn34x52,0
CXCR5,gn34x52,0
CXCR6,gn34x52,0
CX3CR1,gn34x52,0
XCR1,gn34x52,0
ACKR1,gn34x52,NA
ACKR2,gn34x52,0
ACKR3,gn34x52,NA
ACKR4,gn34x52,NA
CCRL2,gn34x52,0
CCR1,gn34x53,0
CCR2,gn34x53,0
CCR3,gn34x53,0
CCR4,gn34x53,2
CCR5,gn34x53,0
CCR6,gn34x53,0
CCR7,gn34x53,0
CCR8,gn34x53,2
CCR9,gn34x53,0
CCR10,gn34x53,NA
CXCR1,gn34x53,0
CXCR2,gn34x53,0
CXCR3,gn34x53,1
CXCR4,gn34x53,1
CXCR5,gn34x53,0
CXCR6,gn34x53,0
CX3CR1,gn34x53,0
XCR1,gn34x53,0
ACKR1,gn34x53,NA
ACKR2,gn34x53,0
ACKR3,gn34x53,NA
ACKR4,gn34x53,NA
CCRL2,gn34x53,0
CCR1,gn34x54,0
CCR2,gn34x54,0
CCR3,gn34x54,0
CCR4,gn34x54,1
CCR5,gn34x54,0
CCR6,gn34x54,1
CCR7,gn34x54,1
CCR8,gn34x54,0
CCR9,gn34x54,0
CCR10,gn34x54,NA
CXCR1,gn34x54,0
CXCR2,gn34x54,0
CXCR3,gn34x54,0
CXCR4,gn34x54,0
CXCR5,gn34x54,0
CXCR6,gn34x54,0
CX3CR1,gn34x54,1
XCR1,gn34x54,0
ACKR1,gn34x54,NA
ACKR2,gn34x54,0
ACKR3,gn34x54,NA
ACKR4,gn34x54,NA
CCRL2,gn34x54,0
CCR1,gn34x55,1
CCR2,gn34x55,0
CCR3,gn34x55,1
CCR4,gn34x55,0
CCR5,gn34x55,0
CCR6,gn34x55,0
CCR7,gn34x55,0
CCR8,gn34x55,0
CCR9,gn34x55,0
CCR10,gn34x55,NA
CXCR1,gn34x55,0
CXCR2,gn34x55,0
CXCR3,gn34x55,1
CXCR4,gn34x55,0
CXCR5,gn34x55,2
CXCR6,gn34x55,0
CX3CR1,gn34x55,0
XCR1,gn34x55,3
ACKR1,gn34x55,NA
ACKR2,gn34x55,1
ACKR3,gn34x55,NA
ACKR4,gn34x55,NA
CCRL2,gn34x55,0
CCR1,gn34x56,1
CCR2,gn34x56,0
CCR3,gn34x56,0
CCR4,gn34x56,0
CCR5,gn34x56,0
CCR6,gn34x56,1
CCR7,gn34x56,0
CCR8,gn34x56,0
CCR9,gn34x56,0
CCR10,gn34x56,NA
CXCR1,gn34x56,0
CXCR2,gn34x56,1
CXCR3,gn34x56,1
CXCR4,gn34x56,0
CXCR5,gn34x56,0
CXCR6,gn34x56,0
CX3CR1,gn34x56,1
XCR1,gn34x56,1
ACKR1,gn34x56,NA
ACKR2,gn34x56,1
ACKR3,gn34x56,NA
ACKR4,gn34x56,NA
CCRL2,gn34x56,0
CCR1,gn34x57,1
CCR2,gn34x57,0
CCR3,gn34x57,1
CCR4,gn34x57,0
CCR5,gn34x57,0
CCR6,gn34x57,1
CCR7,gn34x57,1
CCR8,gn34x57,0
CCR9,gn34x57,NA
CCR10,gn34x57,NA
CXCR1,gn34x57,NA
CXCR2,gn34x57,NA
CXCR3,gn34x57,0
CXCR4,gn34x57,1
CXCR5,gn34x57,0
CXCR6,gn34x57,0
CX3CR1,gn34x57,0
XCR1,gn34x57,1
ACKR1,gn34x57,NA
ACKR2,gn34x57,0
ACKR3,gn34x57,NA
ACKR4,gn34x57,NA
CCRL2,gn34x57,0
CCR1,gn34x58,NA
CCR2,gn34x58,NA
CCR3,gn34x58,NA
CCR4,gn34x58,NA
CCR5,gn34x58,NA
CCR6,gn34x58,1
CCR7,gn34x58,0
CCR8,gn34x58,NA
CCR9,gn34x58,NA
CCR10,gn34x58,NA
CXCR1,gn34x58,NA
CXCR2,gn34x58,NA
CXCR3,gn34x58,NA
CXCR4,gn34x58,NA
CXCR5,gn34x58,NA
CXCR6,gn34x58,0
CX3CR1,gn34x58,NA
XCR1,gn34x58,NA
ACKR1,gn34x58,NA
ACKR2,gn34x58,NA
ACKR3,gn34x58,NA
ACKR4,gn34x58,NA
CCRL2,gn34x58,0
CCR1,gnICL2.6,NA
CCR2,gnICL2.6,NA
CCR3,gnICL2.6,NA
CCR4,gnICL2.6,NA
CCR5,gnICL2.6,NA
CCR6,gnICL2.6,NA
CCR7,gnICL2.6,NA
CCR8,gnICL2.6,NA
CCR9,gnICL2.6,NA
CCR10,gnICL2.6,0
CXCR1,gnICL2.6,NA
CXCR2,gnICL2.6,NA
CXCR3,gnICL2.6,NA
CXCR4,gnICL2.6,NA
CXCR5,gnICL2.6,NA
CXCR6,gnICL2.6,NA
CX3CR1,gnICL2.6,NA
XCR1,gnICL2.6,NA
ACKR1,gnICL2.6,NA
ACKR2,gnICL2.6,NA
ACKR3,gnICL2.6,0
ACKR4,gnICL2.6,NA
CCRL2,gnICL2.6,NA
CCR1,gnICL2.7,NA
CCR2,gnICL2.7,NA
CCR3,gnICL2.7,NA
CCR4,gnICL2.7,NA
CCR5,gnICL2.7,NA
CCR6,gnICL2.7,NA
CCR7,gnICL2.7,NA
CCR8,gnICL2.7,NA
CCR9,gnICL2.7,NA
CCR10,gnICL2.7,0
CXCR1,gnICL2.7,NA
CXCR2,gnICL2.7,NA
CXCR3,gnICL2.7,NA
CXCR4,gnICL2.7,NA
CXCR5,gnICL2.7,NA
CXCR6,gnICL2.7,NA
CX3CR1,gnICL2.7,NA
XCR1,gnICL2.7,NA
ACKR1,gnICL2.7,NA
ACKR2,gnICL2.7,NA
ACKR3,gnICL2.7,1
ACKR4,gnICL2.7,0
CCRL2,gnICL2.7,NA
CCR1,gnICL2.8,NA
CCR2,gnICL2.8,NA
CCR3,gnICL2.8,NA
CCR4,gnICL2.8,NA
CCR5,gnICL2.8,NA
CCR6,gnICL2.8,NA
CCR7,gnICL2.8,NA
CCR8,gnICL2.8,NA
CCR9,gnICL2.8,NA
CCR10,gnICL2.8,0
CXCR1,gnICL2.8,NA
CXCR2,gnICL2.8,NA
CXCR3,gnICL2.8,NA
CXCR4,gnICL2.8,NA
CXCR5,gnICL2.8,NA
CXCR6,gnICL2.8,NA
CX3CR1,gnICL2.8,NA
XCR1,gnICL2.8,NA
ACKR1,gnICL2.8,NA
ACKR2,gnICL2.8,NA
ACKR3,gnICL2.8,1
ACKR4,gnICL2.8,0
CCRL2,gnICL2.8,NA
CCR1,gnICL2.9,NA
CCR2,gnICL2.9,NA
CCR3,gnICL2.9,NA
CCR4,gnICL2.9,NA
CCR5,gnICL2.9,NA
CCR6,gnICL2.9,0
CCR7,gnICL2.9,0
CCR8,gnICL2.9,NA
CCR9,gnICL2.9,NA
CCR10,gnICL2.9,0
CXCR1,gnICL2.9,NA
CXCR2,gnICL2.9,NA
CXCR3,gnICL2.9,NA
CXCR4,gnICL2.9,NA
CXCR5,gnICL2.9,NA
CXCR6,gnICL2.9,0
CX3CR1,gnICL2.9,NA
XCR1,gnICL2.9,NA
ACKR1,gnICL2.9,NA
ACKR2,gnICL2.9,NA
ACKR3,gnICL2.9,0
ACKR4,gnICL2.9,0
CCRL2,gnICL2.9,NA
CCR1,gn4x35,NA
CCR2,gn4x35,NA
CCR3,gn4x35,NA
CCR4,gn4x35,NA
CCR5,gn4x35,NA
CCR6,gn4x35,NA
CCR7,gn4x35,NA
CCR8,gn4x35,NA
CCR9,gn4x35,0
CCR10,gn4x35,NA
CXCR1,gn4x35,NA
CXCR2,gn4x35,NA
CXCR3,gn4x35,NA
CXCR4,gn4x35,NA
CXCR5,gn4x35,NA
CXCR6,gn4x35,NA
CX3CR1,gn4x35,NA
XCR1,gn4x35,NA
