chemokine,chemokine_alternate_name,gpcr,PMID,author_date_journal,data_synopsis,binding_kd_ki_nm,binding_ec50_ic50_nm,signaling_ec50_ic50_nm,chemotaxis_ec50_ic50_nm,chemotaxis_max_nm,data_comment,ligand_type,interaction_strength,evidence_grade,other_comment
CCL3L1,LD78-b,CCR1,10961862,"Proost, et al. 2000. Blood","""Compared to intact LD78_ [CCL3] and LD78_ [CCL3L1], LD78_ [CCL3L1](3-70) was 10-fold to 30-fold more potent on CCR1-transfected cells. The minimal effective concentrations that induce an increase of the [Ca++]i were 0.1, 1, and 4 nmol/L for LD78_ [CCL3L1](3-70), intact LD78_ [CCL3], and LD78_ [CCL3L1], respectively (Figure 6A)""",,,,,,Signaling assay: calcium flux; Signaling cells: transfected HOS cells,agonist,ND,C,"More background on CCL3L1: ""Human MIP-1_ [CCL3] is encoded by 2 highly related nonallelic genes,LD78_ [CCL3] and LD78_ [CCL3L1].8, 9, 10 The LD78_ [CCL3] and LD78_ [CCL3L1] proteins activate and chemoattract mononuclear cells by interaction with and signaling through CCR1 and CCR5. Although LD78_ [CCL3] and LD78_ [CCL3L1] only differ in 3 of 70 amino acids (including a substitution of serine for proline at position 2), recent studies have proven that both molecules interact differently with CCR5, resulting in a distinguished activation of leukocyte subsets.11, 12 CCR5 has been shown to be the main coreceptor for macrophage (or R5) tropic human immunodeficiency virus–1 (HIV-1) strains. LD78_ [CCL3L1], the chemokine with the highest affinity for CCR5, is the most potent chemokine inhibiting HIV-1 infection""; Evidence grade ""C"" since no EC50 listed or determined"
CCL3L1,LD78-b,CCR1,11449371,"Struyf, et al. 2001. Eur J Immunol","""NH2-terminal processing of LD78_ [CCL3L1] also resulted in a tenfold higher binding affinity of LD78_ [CCL3L1](3–70) for CCR1 (Fig. 2)""; ""Since intact LD78_ [CCL3L1](1–70) showed binding to and signaling through CCR3 and because truncated LD78_ [CCL3L1](3–70) has increased affinity for CCR1, both isoforms were further compared on eosinophils. This cell type expresses CCR1 in addition to CCR3...When using eosinophils with undetectable expression levels of CCR1, only intact LD78_[CCL3L1] (1–70) and not LD78_ [CCL3L1](3–70) elicited a calcium response (Fig. 5). A parallel chemotaxis experiment confirmed that eotaxin [CCL11] and LD78_ [CCL3L1] attracted these CCR1– eosinophils at 10 and 300ng/ml, respectively (data not shown). In contrast, when CCR1 was detected on eosinophils, both intact and truncated LD78_ [CCL3L1] could elicit a calcium response (Fig. 5)""",,,,,,"Binding assay: competition; Binding ligand: 125I-CCL5; Binding cells: transfected K562 cells (CCR3), CCHO-K1 (CCR5), HEK293 (CCR1)",agonist,ND,C,
CCL3L1,LD78-b,CCR3,11449371,"Struyf, et al. 2001. Eur J Immunol","""it was observed that the LD78_ [CCL3L1] variant, which differs only in three amino acids (Pro2, Ser39 and Gly47) from LD78_ [CCL3] (Ser2, Gly39 and Ser47), efficiently bound to CCR3. Indeed, in binding competition experiments, LD78_ [CCL3L1] (1–70) at 30ng/ml prevented 50% of the binding of [125I]RANTES [CCL5] to K562/CCR3 transfectants, although only 1ng/ml of RANTES [CCL5] was necessary to obtain a similar effect (Fig. 2)""; ""Confirmation of this observation was found by measuring increases in intracellular calcium concentrations ([Ca2+]i) in K562/CCR3-transfectants treated with both LD78_ [CCL3L1] isoforms""",,,,,,"Binding assay: competition; Binding ligand: 125I-CCL5; Binding cells: transfected K562 cells (CCR3), CCHO-K1 (CCR5), HEK293 (CCR1)",agonist,ND,C,
CCL3L1,LD78-b,CCR5,11449371,"Struyf, et al. 2001. Eur J Immunol","""Fig. 2 illustrates that LD78_ [CCL3L1] (3–70) was tenfold more efficient than intact LD78_ [CCL3L1] (1–70) to prevent [125I]RANTES [CCL5] binding to CCR5 transfectants""",,,,,,"Binding assay: competition; Binding ligand: 125I-CCL5; Binding cells: transfected K562 cells (CCR3), CCHO-K1 (CCR5), HEK293 (CCR1)",ND,ND,C,"CCL3L1 shown to block 125I-CCL5 binding on CCR5-transfected cells, but IC50 not determined and no functional activity for CCR5 assessed"
CCL3L1,LD78-b,CCR5,10961862,"Proost, et al. 2000. Blood","""Although intact LD78_ [CCL3L1] was already 10 times more potent than LD78_ [CCL3] on CCR5-transfected cells, CD26/DPP IV treatment moderately increased the signaling activity of LD78_ [CCL3L1], thereby resulting in a minimal effective concentration of 0.1 nmol/L (Figure 6B)""",,,,,,Signaling assay: calcium flux; Signaling cells: transfected HOS cells,agonist,ND,C,
CCL3L1,LD78-b,ACKR2,15067078,"Bonecchi, et al. 2004. J Immunol","""To better characterize the spectrum of chemokines recognized and scavenged by D6, D6/CHO-K1 transfectants were incubated for 3 h with 1.2 nM of various chemokines. At the end of the incubation, the chemokine concentration in the supernatant was measured by ELISA. As shown in Fig. 1, among known D6 ligands, the inflammatory CC chemokines CCL5 and CCL11 were scavenged with the highest efficiency (94.3 ± 0.2 and 92.5 ± 2.1% of the initially seeded chemokine, respectively). CCL7, CCL4, CCL2, and CCL3L1 were scavenged with intermediate efficiency (85.1 ± 0.5, 83.9 ± 2.9, 76.5 ± 2.2, and 76.0 ± 6.6% of the initially seeded chemokine, respectively). Interestingly, CCL3 and CCL3L1, which only differ in the presence of a serine or a proline residue in position 2, were scavenged with different efficacies (29.0 ± 4.1 and 76.0 ± 6.6% of the initially seeded chemokine, respectively), in agreement with previous results reporting that only the CCL3L1 variant is a high affinity D6 ligand (14). CCL1, which does not bind D6 (7), was the only inflammatory CC chemokine tested not scavenged by D6 (3.1 ± 1.4% of the initially seeded chemokine). None of the chemokines tested was scavenged by untransfected CHO-K1 cells. Unlike CC inflammatory chemokines, the homeostatic chemokines CCL19 and CCL20, agonists at CCR7 and CCR6, respectively, were not scavenged (8.2 ± 9.2 and 6.7 ± 12.5% of the initially seeded chemokine, respectively). As expected (7), the CXC chemokine CXCL8 was not scavenged by D6 transfectants (2.4 ± 7.3% of the initially seeded chemokine)""",,,,,,Other assay: scavenging assay (incubation of ACKR2-transfected versus untranbsfected cells with chemokines and assessment of supernatant for chemokines by ELISA); Other cells: ACKR2-transfected CHO-K1 cells,agonist,ND,D,"Evidence level ""D"" given because of indirect assay; ""agonist"" inferred because of increased agonist scavenging with ACKR2 ransfection, suggesting ligand-mediated internalization"
CCL3,MIP-1a; LD78-a,CCR1,8530354,"Combadiere, et al. 1995. J Biol Chem","""CC CKR1 [CCR1] transfectants responded to MCP-3 [CCL7] (Fig. 1A). Control stimulations with MIP-1_ [CCL3], RANTES [CCL5], MIP-1_ [CCL4], MCP-1 [CCL2], and IL-8 [CXCL8] gave results concordant with previously published data(13, 14, 15, 17, 18, 19). That is, CC CKR1 [CCR1] transfectants responded to MIP-1_ [CCR3], RANTES [CCL5], and very weakly to MIP-1_ [CCL4] (Fig. 1A)""; "" The rank orders of potency were as follows: for CC CKR1 [CCR1], MIP-1_ [CCL3] > MCP-3 [CCL7] > RANTES [CCL5]; for CC CKR2B, MCP-1 [CCL2] = MCP-3 [CCL7] (EC50 values = 1 nM for MIP-1_ [CCL3], 10 nM for MCP-3 [CCL7], and 30 nM for RANTES [CCL5] (for CC CKR1 [CCR1])""; ""125I-MCP-3 [CCL7] bound to CC CKR1 [CCR1] could be competed by MCP-3 [CCL7], MIP-1_ [CCL3], RANTES [CCL5], and MIP-1_ [CCL4], whereas MCP-1 [CCL2] and IL-8 [CXCL8] had no effect. The Ki values were 8, 10, 15, and 75 nM, respectively, for MCP-3 [CCL7], MIP-1_ [CCL3], RANTES [CCL5], and MIP-1_ [CCL4] """,10,,1,,,Signaling assay: calcium flux; Signaling cells: transfected HEKs; Binding assay: competition; Binding ligand: 125I-CCL7,agonist,3,A,
CCL3,MIP-1a; LD78-a,CCR1,7679328,"Neote, et al. 1993. Cell","""To determine whether C-C CKR-1 [CCR1] is a functional C-C chemokine receptor, it was transiently expressed in human kidney 293 cells, and intracellular Ca2+ levels in response to various C-C chemokines were measured. A 100 nM dose of either RANTES [CCL5], HuMIP-1a [CCL3], HuMIP-1b, or MCP-1 [CCL4] was used as a first approximation of the maximum physiologically relevant concentration. When transfected cells loaded with the calcium probe INDO-AM were challenged with 100 nM HuMIP-1a [CCL3] or RANTES [CCL5], a rapid in- crease in intracellular Ca2+ was observed (Figure 3)""; ""Displaceable binding of 125-HuMIP-1a [CCL3] to the C-C CKR-1 [CCR1] was observed (Figure 5A) and Scatchard analysis showed a Kd of 5.1 ± 0.3 nM""",5.1,,,,,Binding assay: competition; Binding ligand: 125I-CCL3; Binding cells: HEK293 cells; Signaling assay: calcium flux; Signaling cells: transfected HEK293 cells,agonist,3,A,"No EC50 obtained for signaling assays; other ""hot"" ligands were used for competition binding studies; listed Kd with 125I-CCL3 is highest among those obtained"
CCL3,MIP-1a; LD78-a,CCR1,15039444,"Petkovic, et al. 2004. J Biol Chem","""Eotaxin-3 [CCL26] readily inhibited the binding of 125I-MIP-1_ [CCL3] on CCR1- or CCR5-transfected cells and monocytes. In CCR1-transfected cells (Fig. 2A), eotaxin-3 [CCL26] displayed a 38- or 2-fold lower IC50 value compared with the value of the agonists MIP-1_ [CCL3] and RANTES [CCL5], with IC50 values of 47 nm for MIP-1_ [CCL3], 900 nm for RANTES [CCL5], and 1770 nm for eotaxin-3 [CCL26], respectively. In CCR5-transfected cells, (Fig. 2B), eotaxin-3 [CCL26] bound with 3- or 28-fold lower IC50 values than the two agonists having IC50 values of 25 nm for MIP-1_ [CCL3], 2.3 nm for RANTES [CCL5], and 64 nm for eotaxin-3 [CCL26], respectively""",,47,,,10,Binding assay: competition; Binding ligand: 125I-CCL3; Binding cells: transfected murine pre-B 300.19 cells; Chemotaxis assay: transwell; Chemotaxis cells: transfected murine pre-B 300.19 cells,agonist,3,A,Max chemoktaxis concentration via Figure 1D
CCL3,MIP-1a; LD78-a,CCR1,7890708,"Myers, et al. 1995. J Biol Chem","""Activation of the MIP-la/RANTES receptor [CCR1] also mediated inhibition of adenylyl cyclase activity but with a different pharmacological profile: MIP-1a [CCL3] (110 pM, IC50), RANTES [CCL5] (140 pM), MIP-1b [CCL4] (10 nM), and MCP-1 [CCL2] (820 nM)""",,0.11,,,,Signaling assay: cAMP inhibition; Signaling cells: transfected HEKs,agonist,3,A,
CCL3,MIP-1a; LD78-a,CCR1,11085751,"Detheux, et al. 2000. J Exp Med","""Competition binding assays (left panels) and functional aequorin-based assays (right panels) were performed with CCR1 (a), CCR3 (b), and CCR5 (c). HCC-1 [CCL14][9–74] (n), HCC1 [CCL14][1–74] (m), MIP-1a [CCL3](h), RANTES [CCL5] (s), Eotaxin [CCL11] (j), and MCP-4 [CCL13] (.) were used as ligands in both assays""",,0.32,15,,,Binding assay: competition; Binding ligand: 125I-CCL5; Binding cells: transfected CHO-K1 cells; Signaling assay: aequorin-baed calcium flux assay; Signaling cells: CHO-K1 cells,agonist,3,A,Values listed in Table 1
CCL3,MIP-1a; LD78-a,CCR2,8146186,"Charo, et al. 1994. Proc Natl Acad Sci USA","""No response was elicited by the related chemokines MIP-1a [CCL3], MIP-1b [CCL4], RANTES [CCL5],or IL-8 [CXCL8], even when these ligands were present at 500nM (Fig.4B)""",,,,,,Signaling assay: calcium flux; Signaling cells: transfected Xenopus oocytes,no interaction,0,C,
CCL3,MIP-1a; LD78-a,CCR2,7890708,"Myers, et al. 1995. J Biol Chem","""A cell line stably expressing the MCP-1 receptor [CCR2] was produced by transfection of MCP-1RB [CCR2] into HEK-293 cells. Transfected cells bound 125I-labeled MCP-1 [CCL2] specifically and with high affinity (Fig. 1A). The closely related C-C chemokines MIP-1_ [CCL3], MIP-1_ [CCL4], and RANTES [CCL5], as well as the C-X-C chemokine IL-8 [CXCL8] did not compete for binding""; "" MIP-1_ [CCL3], MIP-1_ [CCL4], RANTES [CCL5], IL-8 [CXCL8], and Gro-_ [CXCL1] had no appreciable effect on calcium mobilization (n = 2-3)""",,,,,,Binding assay: competition; Binding ligand: 125I-CCL2; Binding cells: transfected HEK293 cells; Signaling assay: calcium flux; Signaling cells: transfected HEKs,no interaction,0,A,
CCL3,MIP-1a; LD78-a,CCR2,9276730,"Uguccioni, et al. 1997. J Clin Invest","""competition binding assays were performed using cell lines stably expressing CCR3 or CCR2b, and eotaxin [CCL11] or MCP-1 [CCL2] as the respective labeled ligands...IL-8 [CXCL8] and MIP-1a [CCL3] showed no binding to either of these receptors, as expected""",,,,,,Binding assay: competition; Binding ligand: 125I-CCL11 (CCR3) or 125I-CCL2 (CCR2),no interaction,0,A,
CCL3,MIP-1a; LD78-a,CCR3,8642344,"Daugherty, et al. 1996. J Exp Med","""We have now cloned a G protein-coupled receptor, CC CKR3 [CCR3], from human eosinophils which, when stably expressed in AML14.3D10 cells bound eotaxin [CCL11], MCP-3 [CCL7] and RANTES [CCL5] with Kds of 0.1, 2.7, and 3.1 nM, respectively. CC CKR3 [CCR3] also bound MCP-1 [CCL2] with lower affinity, but did not bind MIP-1a [CCL3] or MIP-1b [CCL4]""",,,,,,Binding assay: competition; Binding ligand: 125I-CCL11; Binding cells: transfected AML14.3010 cells,no interaction,0,A,
CCL3,MIP-1a; LD78-a,CCR3,9276730,"Uguccioni, et al. 1997. J Clin Invest","""competition binding assays were performed using cell lines stably expressing CCR3 or CCR2b, and eotaxin [CCL11] or MCP-1 [CCL2] as the respective labeled ligands...IL-8 [CXCL8] and MIP-1a [CCL3] showed no binding to either of these receptors, as expected""",,,,,,Binding assay: competition; Binding ligand: 125I-CCL11 (CCR3) or 125I-CCL2 (CCR2),no interaction,0,A,
CCL3,MIP-1a; LD78-a,CCR3,11085751,"Detheux, et al. 2000. J Exp Med","""Competition binding assays (left panels) and functional aequorin-based assays (right panels) were performed with CCR1 (a), CCR3 (b), and CCR5 (c). HCC-1 [CCL14][9–74] (n), HCC1 [CCL14][1–74] (m), MIP-1a [CCL3](h), RANTES [CCL5] (s), Eotaxin [CCL11] (j), and MCP-4 [CCL13] (.) were used as ligands in both assays""",,,,,,Binding assay: competition; Binding ligand: 125I-CCL11; Binding cells: transfected CHO-K1 cells; Signaling assay: aequorin-baed calcium flux assay; Signaling cells: CHO-K1 cells,no interaction,0,A,
CCL3,MIP-1a; LD78-a,CCR4,7642634,"Power, et al. 1995. J Bio Chem","""we transiently expressed full-length K5-5 [CCR4] cRNA in X. laevis oocytes. The ability of various chemokines to induce Ca2+ mobilization in oocytes and thus stimulate a Ca2+-activated chloride channel, was assayed using the voltage clamp technique(34, 45)...Of the chemokines tested, only CC chemokines MIP-1_ [CCL3], MCP-1 [CCL2], and RANTES [CCL5] were able to induce a chloride current in the oocytes injected with K5-5 [CCR4] cRNA (Fig. 5a). The amplitude of the transient current induced varied from oocyte to oocyte but was consistently highest in response to MIP-1_ [CCL3] ranging from 50 to 2200 nA (n = 29)""",,,,,,Signaling assay: current induced in voltage-clamped oocytes; Signaling cells: transfected Xenopus oocytes,agonist,ND,C,
CCL3,MIP-1a; LD78-a,CCR4,8573157,"Hoogeworf, et al. 1996. Biochem Biophys Res Commun","""In equilibrium competition binding assays performed in undifferentiated HL-60 cells transfected with human and murine CC CKR-4 [CCR4] cDNA, the IC values for the binding of [125I]macrophage inflammatory protein-1a [CCL3] to human and  murine CC CKR-4 [CCR4] were 14.5 ± 9.0 nM and 10.1 ± 3.0 nM, respectively, and the IC50 values for the binding of 125[I]RANTES [CCL5] to human and murine CC CKR-4 [CCR4] were 9.3 ± 3.0 nM and 5.7 ± 2.6 nM, respectively""",,14.5,,,,Binding assay: competition; Binding ligand:125I-CCL3; Binding cells: transfected HL-60 cells,ND,3,A,
CCL3,MIP-1a; LD78-a,CCR4,9430724,"Imai, et al. 1998. J Biol Chem","""A 200-fold molar excess of each chemokine was tested for competition with a constant quantity of MDC-SEAP [CCL17] (0.5 nM), pre- sented in Fig. 2D. The chemokines MCP-1 [CCL2], MCP-3 [CCL7], MCP-4 [CCL13], RANTES [CCL5], MIP-1a [CCL3], and MIP-1b [CCL4] did not compete for binding of MDC-SEAP [CCL17] to CCR4.""",,,,,,Binding assay: competition (single point); Binding cells: stably transfected K562 cells; Binding ligand: CCL17-SEAP,no interaction,0,C,200nM of inidcated chemokine was added to compete with 1nM CCL17-SEAP
CCL3,MIP-1a; LD78-a,CCR4,9169480,"Imai, et al. 1997. J Biol Chem","""In contrast, other CC chemokines such as RANTES [CCL5], MCP-1 [CCL2], MIP-1_ [CCL3], MIP-1_ [CCL4], and LARC [CCL20] showed no significant competition with TARC [CCL17]-SEAP(His)6 for CCR4 (Fig. 4 D)""; ""TARC [CCL17] induced calcium flux in K562 cells expressing CCR4, whereas RANTES [CCL5], MIP-1_ [CCL3], or MCP-1 [CCL2] did not""; "", MIP-1_ [CCL3] and RANTES [CCL5] induced migration of cells transfected with CCR1 but not those transfected with CCR4""",,,,,,"Binding assay: competition and direct (single point); Binding cells: stably transfected K562 cells; Binding ligand: CCL17-SEAP, 125I-CCL3; Signaling assay: calcium flux; Signaling cells: stably transfected K562 cells; Chemotaxis assay: transwell; Chemotaxis cells: Transfected 293/EBNA cells",no interaction,0,C,200nM of inidcated chemokine was added to compete with 1nM CCL17-SEAP
CCL3,MIP-1a; LD78-a,CCR5,15039444,"Petkovic, et al. 2004. J Biol Chem","""Eotaxin-3 [CCL26] readily inhibited the binding of 125I-MIP-1_ [CCL3] on CCR1- or CCR5-transfected cells and monocytes. In CCR1-transfected cells (Fig. 2A), eotaxin-3 [CCL26] displayed a 38- or 2-fold lower IC50 value compared with the value of the agonists MIP-1_ [CCL3] and RANTES [CCL5], with IC50 values of 47 nm for MIP-1_ [CCL3], 900 nm for RANTES [CCL5], and 1770 nm for eotaxin-3 [CCL26], respectively. In CCR5-transfected cells, (Fig. 2B), eotaxin-3 [CCL26] bound with 3- or 28-fold lower IC50 values than the two agonists having IC50 values of 25 nm for MIP-1_ [CCL3], 2.3 nm for RANTES [CCL5], and 64 nm for eotaxin-3 [CCL26], respectively""",,25,,,10,Binding assay: competition; Binding ligand: 125I-CCL3; Binding cells: transfected murine pre-B 300.19 cells; Chemotaxis assay: transwell; Chemotaxis cells: transfected murine pre-B 300.19 cells,agonist,3,A,Max chemoktaxis concentration via Figure 1E
